type,duration_s,fps,width,height,total_frames,pixels_per_frame_M,bitrate_kbps,cpu_true,mem_true
video,235.9,15,320,287,3538.209667686467,0.0918,8731.0,450.78,1167.26
video,396.6,25,640,345,9914.450789983459,0.2208,15204.0,896.02,2413.37
video,417.2,25,1280,859,10430.563998762429,1.0995,8504.0,865.95,2132.72
video,130.1,15,7680,6722,1950.9645657772571,51.625,30406.0,815.54,4004.03
video,38.9,24,1280,1103,934.6307286529083,1.4118,4902.0,118.92,269.31
video,578.2,60,160,112,34692.55918606998,0.0179,7346.0,1062.0,2858.56
video,82.6,15,1280,1034,1238.773511322698,1.3235,38851.0,208.08,550.76
video,494.7,25,7680,4979,12367.538062425745,38.2387,35631.0,1543.36,4986.84
video,470.3,24,3840,3670,11288.074388125997,14.0928,7099.0,1200.69,3289.3
video,412.8,30,3840,3496,12385.18236181244,13.4246,19551.0,1174.21,2973.22
video,164.6,15,7680,4975,2468.310758131156,38.208,16775.0,1044.4,3699.39
video,596.8,30,1920,1656,17905.374170398703,3.1795,12386.0,1124.46,3447.16
video,377.0,30,1280,1208,11310.178745583784,1.5462,25751.0,992.32,1536.49
video,38.5,15,160,92,577.203259278357,0.0147,24780.0,85.0,238.75
video,308.4,25,7680,5269,7710.383493021681,40.4659,44739.0,1449.25,3494.39
video,161.2,60,160,116,9673.20761230186,0.0186,46004.0,325.06,760.64
video,155.5,60,3840,2957,9328.093272208804,11.3549,29910.0,1123.99,1736.49
video,80.3,15,7680,7526,1204.819424700336,57.7997,32419.0,763.04,4379.32
video,195.9,60,7680,4260,11754.414908775778,32.7168,2080.0,1984.74,3099.78
video,352.0,15,7680,3878,5280.628887586601,29.783,34784.0,1038.82,3897.67
video,79.9,25,320,236,1998.3359260021778,0.0755,20506.0,161.85,437.72
video,170.3,60,160,91,10217.541378013571,0.0146,35519.0,416.62,890.47
video,520.9,30,320,248,15626.84253778931,0.0794,10197.0,880.1,2502.8
video,146.0,60,854,583,8758.844957115327,0.4979,23821.0,344.68,735.84
video,422.6,24,1280,1237,10142.706946993943,1.5834,34771.0,792.32,2219.93
video,278.0,25,854,575,6951.071711302365,0.491,49547.0,628.1,1405.52
video,264.2,25,1280,660,6605.113558530789,0.8448,12757.0,660.89,1692.94
video,278.8,15,640,464,4181.495966153377,0.297,8462.0,658.91,1277.33
video,210.8,30,1920,1294,6323.304382217394,2.4845,39995.0,531.23,1461.66
video,371.7,60,1280,1271,22299.43194580678,1.6269,41356.0,641.5,1758.17
video,305.4,30,1920,1061,9161.44253295806,2.0371,39547.0,569.77,1613.73
video,269.3,24,1920,1808,6462.0356214623735,3.4714,30390.0,568.76,1658.16
video,525.5,25,1920,1223,13136.284636914434,2.3482,18469.0,881.51,2987.55
video,520.3,25,854,529,13007.910103203752,0.4518,33078.0,915.99,2849.87
video,498.7,25,160,122,12466.26522235424,0.0195,34922.0,1072.6,2431.81
video,487.3,60,320,301,29235.045196276496,0.0963,18309.0,778.88,2385.26
video,317.8,60,7680,7640,19067.435440081455,58.6752,49834.0,4340.14,5743.43
video,442.1,25,7680,6803,11053.433708017295,52.247,15321.0,2160.65,7188.13
video,32.6,15,3840,2678,489.56401103688006,10.2835,4964.0,212.56,896.58
video,443.5,60,160,118,26608.64646474118,0.0189,6822.0,860.67,2301.22
video,221.8,24,7680,4055,5323.84664221211,31.1424,2934.0,1117.16,3852.6
video,102.2,25,7680,7146,2556.0984623471422,54.8813,28427.0,1275.55,3847.54
video,521.0,24,640,538,12504.418894338327,0.3443,40769.0,1072.42,2900.9
video,174.5,30,640,388,5235.434815876019,0.2483,45307.0,312.31,956.53
video,475.9,60,640,488,28554.117854246837,0.3123,22903.0,790.45,1964.71
video,19.6,25,1920,987,489.001850810814,1.895,45344.0,74.56,274.38
video,140.0,24,7680,7499,3359.689379747083,57.5923,21577.0,1445.9,5158.94
video,295.4,15,640,500,4431.614207000575,0.32,22150.0,607.11,1541.71
video,239.9,60,3840,2310,14393.400716494258,8.8704,14754.0,1038.04,2097.97
video,504.5,25,1280,1181,12612.583253283547,1.5117,38184.0,991.03,3331.49
video,474.6,60,1280,1278,28475.568395360206,1.6358,5571.0,941.87,2643.74
video,160.5,30,3840,2930,4815.562917486209,11.2512,8415.0,492.38,1475.15
video,218.4,30,320,183,6553.427482818843,0.0586,25479.0,422.65,1095.2
video,327.5,15,854,841,4912.20875638491,0.7182,42748.0,687.91,1541.91
video,580.3,30,320,199,17410.3118626241,0.0637,6741.0,1149.05,3260.7
video,226.6,25,640,491,5664.457266125932,0.3142,10702.0,470.11,995.74
video,213.7,60,160,112,12823.533307800853,0.0179,25184.0,424.02,1031.48
video,152.6,30,640,396,4576.603242444245,0.2534,42535.0,300.5,808.47
video,518.1,25,640,513,12952.294532035508,0.3283,33704.0,1147.43,2882.9
video,88.1,60,1280,1242,5288.287946754363,1.5898,10905.0,280.23,523.06
video,235.1,60,7680,4349,14103.893197190753,33.4003,15498.0,2322.95,3368.82
video,247.7,24,1280,850,5944.501183516663,1.088,3053.0,532.4,1144.23
video,69.8,60,160,117,4187.437017834286,0.0187,44779.0,113.96,396.8
video,409.0,25,1280,1241,10223.979984123464,1.5885,48586.0,602.02,2404.22
video,248.9,15,320,183,3733.066181853529,0.0586,34612.0,500.81,1364.95
video,407.3,25,640,390,10182.657058668003,0.2496,19032.0,843.19,2274.09
video,139.3,25,3840,3701,3482.48118822851,14.2118,32377.0,458.98,1524.25
video,233.9,15,7680,5097,3509.1872766425577,39.145,23692.0,1036.96,3653.25
video,59.2,30,1280,1026,1777.475982733147,1.3133,21457.0,156.82,406.61
video,291.1,24,640,431,6985.246039638972,0.2758,4993.0,561.82,1360.58
video,572.2,25,640,430,14304.322413857659,0.2752,1088.0,1029.11,2907.04
video,273.5,30,640,577,8205.963260359273,0.3693,34423.0,487.75,1735.95
video,84.0,60,3840,3259,5039.157024722284,12.5146,33711.0,743.89,1464.5
video,322.1,24,640,377,7731.359007557145,0.2413,44893.0,653.52,1395.6
video,475.6,30,854,670,14268.748425170152,0.5722,27353.0,919.55,2409.7
video,480.7,24,320,224,11537.372527236326,0.0717,43049.0,1160.3,2010.11
video,373.0,15,320,184,5595.229395936232,0.0589,39284.0,705.62,1748.47
video,589.6,60,3840,3580,35374.93426616582,13.7472,3212.0,1720.72,4265.17
video,295.1,60,320,169,17704.176004268986,0.0541,44799.0,646.33,1250.46
video,582.4,60,160,133,34945.88741141649,0.0213,17960.0,843.38,2930.49
video,96.4,60,320,247,5781.705943642932,0.079,7281.0,185.64,522.57
video,253.9,30,640,436,7617.228911406904,0.279,10592.0,521.86,1532.07
video,174.3,25,160,148,4357.322590487256,0.0237,12128.0,300.4,645.92
video,110.1,30,640,547,3304.1138474485974,0.3501,38926.0,222.55,619.32
video,66.3,15,640,373,994.5857186458541,0.2387,35848.0,143.25,383.64
video,258.4,60,1280,809,15503.367124131379,1.0355,34138.0,664.77,1637.31
video,203.8,15,320,203,3057.4940021591315,0.065,9909.0,425.67,1013.18
video,273.9,15,7680,5386,4108.873472532012,41.3645,43570.0,887.64,4407.23
video,198.2,60,7680,5011,11891.85674408559,38.4845,18159.0,2357.84,3842.9
video,466.0,24,3840,2279,11183.422641982119,8.7514,49995.0,1175.13,3434.78
video,477.2,30,3840,3186,14317.460919641233,12.2342,40828.0,1595.51,2639.83
video,246.2,30,1280,1150,7386.05953703568,1.472,4017.0,595.81,1506.79
video,149.0,25,160,83,3723.9274404283783,0.0133,17830.0,335.68,818.4
video,36.9,15,1280,718,553.9545270266185,0.919,40675.0,95.1,242.46
video,460.8,60,1920,998,27649.223198042702,1.9162,12486.0,1067.41,2622.53
video,351.8,15,3840,2044,5277.021654238151,7.849,28873.0,821.85,2536.79
video,360.1,60,320,216,21607.041225919576,0.0691,17650.0,819.07,1982.42
video,127.9,30,1280,941,3836.6522278501957,1.2045,8923.0,302.15,731.32
video,8.0,25,1280,725,198.9711000550486,0.928,2715.0,34.12,114.21
video,270.1,15,320,267,4051.3247676700335,0.0854,21024.0,611.94,1119.34
video,405.2,24,854,449,9725.15038058517,0.3834,33229.0,849.8,2093.23
video,286.8,25,320,266,7169.888291197862,0.0851,21923.0,570.0,1506.91
video,107.2,30,160,118,3217.145772874204,0.0189,41223.0,261.1,494.42
video,100.9,24,160,116,2420.635477165637,0.0186,34030.0,206.45,457.68
video,504.4,60,3840,2367,30266.574129914694,9.0893,35012.0,1314.7,3319.99
video,557.3,30,1920,1643,16719.56362532907,3.1546,10870.0,908.11,2774.61
video,512.6,24,7680,7235,12303.343291849753,55.5648,45057.0,1786.74,6339.27
video,518.2,15,640,581,7772.679979290656,0.3718,2562.0,1105.97,2259.7
video,184.8,30,3840,2862,5544.040028835683,10.9901,15810.0,510.28,1422.03
video,346.3,25,1280,1043,8657.389045794802,1.335,1490.0,749.64,1941.83
video,532.7,25,160,128,13318.114664065273,0.0205,33912.0,1116.01,2211.74
video,445.6,60,3840,3383,26736.012017474215,12.9907,49158.0,1494.38,3389.62
video,211.1,15,320,210,3165.813909054347,0.0672,12369.0,475.07,1104.94
video,547.0,15,320,259,8204.367290773478,0.0829,28365.0,1085.79,2886.07
video,393.3,30,160,146,11799.276905378514,0.0234,40755.0,901.51,1868.76
video,566.6,24,7680,5113,13598.82432219087,39.2678,26074.0,2490.42,5744.2
video,422.0,24,3840,2912,10127.203865708329,11.1821,11986.0,1060.51,2513.64
video,553.7,15,640,485,8306.207748395633,0.3104,35842.0,1213.36,2651.96
video,357.9,24,7680,4424,8589.069152029722,33.9763,28328.0,1664.47,3501.16
video,213.9,30,1280,1115,6417.4671976643795,1.4272,47316.0,484.76,1245.38
video,293.7,24,854,678,7049.096861546634,0.579,15400.0,624.58,1544.03
video,213.2,24,1280,929,5116.794161447431,1.1891,25946.0,377.04,1024.04
video,312.3,25,1280,676,7807.815458839405,0.8653,9054.0,739.3,1469.93
video,405.4,24,3840,2217,9730.72677866711,8.5133,4929.0,888.91,2732.01
video,91.4,30,160,89,2741.875600090942,0.0142,48754.0,170.32,468.0
video,232.2,30,160,158,6966.845949075727,0.0253,22212.0,536.24,1234.57
video,50.3,15,640,423,753.8617119834421,0.2707,46629.0,106.94,300.78
video,171.5,24,3840,2293,4115.030155518289,8.8051,13156.0,528.38,1715.13
video,9.0,30,3840,3090,269.1012685908621,11.8656,33733.0,270.19,753.31
video,547.0,25,1920,1810,13674.549594836466,3.4752,30983.0,1189.93,3331.05
video,480.9,15,7680,5164,7213.063079879277,39.6595,48934.0,1531.99,5334.02
video,235.6,24,1920,1081,5655.255186509989,2.0755,43879.0,553.17,1125.03
video,125.1,25,320,251,3128.217762814116,0.0803,6983.0,283.31,531.11
video,34.1,24,640,550,819.579563032874,0.352,30993.0,70.4,259.35
video,152.1,60,7680,4733,9127.767687599193,36.3494,26280.0,2145.35,2593.61
video,235.9,24,160,84,5662.759704763061,0.0134,46368.0,368.86,1198.23
video,421.4,25,160,113,10534.01158296428,0.0181,38169.0,850.68,1873.41
video,280.7,30,1920,1845,8421.404543487488,3.5424,2126.0,673.63,1640.91
video,583.6,60,854,569,35014.7746226411,0.4859,18531.0,1367.44,2613.22
video,443.1,30,320,263,13294.38847346165,0.0842,33574.0,1045.32,2257.89
video,244.1,30,1920,1291,7322.519168226987,2.4787,10001.0,588.2,1156.21
video,566.9,15,3840,2168,8503.06541635808,8.3251,3921.0,1317.79,3530.62
video,93.7,60,3840,3745,5619.189459793582,14.3808,17446.0,821.16,1356.79
video,176.1,24,160,100,4227.040613249753,0.016,48222.0,407.2,876.98
video,390.6,30,7680,6664,11717.323655293561,51.1795,43462.0,2411.29,5113.41
video,111.7,25,320,319,2793.2690753040474,0.1021,369.0,230.05,635.05
video,212.7,30,160,102,6380.5304122007865,0.0163,20797.0,473.31,1028.77
video,402.5,30,1920,1245,12074.68402585307,2.3904,40251.0,973.15,2033.3
video,579.3,30,640,451,17378.928863799312,0.2886,20202.0,1126.71,2687.22
video,125.6,25,160,146,3140.15720430457,0.0234,8076.0,269.17,669.61
video,506.1,25,3840,3730,12652.818281711392,14.3232,29308.0,1300.57,3483.7
video,362.9,60,1280,954,21773.11679639931,1.2211,26822.0,930.08,1954.36
video,151.2,24,160,105,3629.515311779334,0.0168,1984.0,365.82,808.81
video,267.5,15,1920,1751,4012.378497088877,3.3619,8520.0,538.27,1767.26
video,348.6,24,1280,757,8366.444360991074,0.969,34661.0,716.15,1645.79
video,542.4,15,7680,3963,8136.72278463513,30.4358,23254.0,1387.33,5176.61
video,202.4,60,7680,5912,12143.914969299141,45.4042,28712.0,2648.71,4356.67
video,298.7,30,320,251,8961.975394404833,0.0803,44563.0,595.19,1322.58
video,155.7,30,1920,1248,4671.369104891531,2.3962,45966.0,406.41,975.82
video,304.3,25,3840,3160,7608.653565924576,12.1344,39647.0,886.25,2677.9
video,556.2,60,640,571,33373.838361756876,0.3654,33212.0,1226.33,2938.74
video,92.4,15,160,157,1386.352529147158,0.0251,7071.0,179.06,452.0
video,41.9,60,320,318,2515.3970209779277,0.1018,30556.0,84.81,241.39
video,342.6,15,3840,3587,5138.32393612556,13.7741,32078.0,790.43,2639.91
video,376.5,30,1920,1834,11293.926632991788,3.5213,18930.0,718.97,1929.76
video,125.5,25,160,118,3138.3781822747783,0.0189,40102.0,224.99,700.64
video,72.7,24,1280,1050,1745.647796385156,1.344,17200.0,178.82,494.81
video,366.6,60,640,339,21996.90024449121,0.217,29153.0,753.71,1885.51
video,486.9,30,1280,1269,14606.908776595636,1.6243,43247.0,837.69,2818.13
video,242.2,60,854,614,14534.972059286609,0.5244,30179.0,515.12,1204.2
video,189.0,24,1920,1130,4534.827494067238,2.1696,27176.0,424.19,1041.05
video,175.8,25,7680,5086,4394.450372237506,39.0605,39718.0,1173.2,3921.19
video,465.6,15,7680,4957,6983.538686760984,38.0698,30107.0,1511.81,5021.1
video,249.2,25,3840,3105,6229.54258046939,11.9232,26991.0,647.23,1952.75
video,243.3,30,3840,3803,7300.039858167207,14.6035,5239.0,1049.77,2279.58
video,73.5,25,854,660,1836.344539117939,0.5636,35456.0,151.39,448.85
video,124.7,24,1280,1204,2993.9099538878863,1.5411,42987.0,298.97,727.19
video,146.8,25,320,184,3670.4792763213795,0.0589,32467.0,307.23,795.57
video,347.8,30,854,823,10432.642109542012,0.7028,34714.0,649.72,1396.74
video,508.1,25,854,539,12702.381275754631,0.4603,15007.0,957.02,2582.41
video,321.4,15,160,110,4820.952503902418,0.0176,22135.0,626.42,1800.33
video,101.6,15,1920,1077,1523.7223749456732,2.0678,17943.0,243.38,710.79
video,572.1,15,640,403,8582.05548940075,0.2579,21299.0,1130.66,2321.35
video,309.0,25,1280,873,7724.038708429779,1.1174,6059.0,655.0,1843.16
video,517.9,25,3840,2463,12946.954405713057,9.4579,5635.0,1155.19,2785.14
video,85.4,30,640,353,2561.0632307272117,0.2259,42175.0,173.95,483.35
video,391.5,30,320,168,11744.375775760256,0.0538,17608.0,775.18,1649.69
video,2.9,60,640,561,174.52069844281522,0.359,46698.0,27.99,53.25
video,212.3,30,640,455,6367.793180666836,0.2912,16223.0,424.79,1053.94
video,597.7,24,160,128,14345.2467427894,0.0205,48603.0,1103.04,4005.55
video,102.7,60,854,699,6163.229915908076,0.5969,38402.0,250.24,792.45
video,145.7,60,854,689,8741.965822161157,0.5884,17848.0,266.91,738.21
video,133.1,15,1920,1203,1996.1064393968193,2.3098,27730.0,373.74,936.71
video,240.2,15,1280,858,3602.7470082597415,1.0982,4507.0,490.21,1130.17
video,519.7,24,160,111,12473.87323271007,0.0178,21502.0,1053.43,2894.47
video,439.5,30,320,269,13186.350178144763,0.0861,24204.0,817.66,2250.71
video,472.0,24,3840,2040,11328.48360189343,7.8336,14652.0,1019.57,2836.59
video,494.5,15,1920,1792,7417.41218774893,3.4406,14021.0,875.45,2441.46
video,63.1,15,1920,1517,946.4443701232458,2.9126,290.0,180.32,629.18
video,52.7,25,7680,7202,1316.6452590784947,55.3114,44170.0,1180.46,4758.03
video,173.2,60,7680,4149,10390.268015290476,31.8643,1267.0,1932.47,3551.08
video,503.4,15,854,429,7551.353475562643,0.3664,44170.0,994.14,2696.87
video,323.4,25,320,206,8084.689666003573,0.0659,31624.0,651.16,1608.75
video,430.7,25,854,511,10766.899444548742,0.4364,17271.0,907.01,2119.18
video,118.4,30,160,101,3550.942032131217,0.0162,39312.0,232.29,576.65
video,453.6,24,7680,7571,10886.90938763726,58.1453,49536.0,1845.13,6598.75
video,40.4,25,854,503,1009.0957396484246,0.4296,37721.0,89.84,267.18
video,96.7,30,640,396,2900.6034307935956,0.2534,22170.0,195.17,526.53
video,92.7,60,320,181,5564.551735822055,0.0579,34276.0,209.44,443.47
video,16.9,24,7680,6956,405.11397422685326,53.4221,20993.0,943.48,3902.88
video,213.0,60,640,508,12781.103770401265,0.3251,36712.0,366.45,1023.05
video,468.0,60,1920,1590,28081.904699348856,3.0528,46798.0,708.82,2759.58
video,310.1,25,320,166,7751.762457712587,0.0531,3930.0,631.72,1645.87
video,373.4,60,160,135,22403.148153887443,0.0216,40139.0,834.35,1840.25
video,563.6,60,3840,2176,33813.806289370616,8.3558,49312.0,1436.42,3384.27
video,228.7,15,854,695,3430.4135592798802,0.5935,6893.0,446.3,1276.57
video,498.4,15,1920,1788,7475.530413669867,3.433,12621.0,1185.26,2617.53
video,442.7,30,640,407,13280.964767645166,0.2605,28756.0,775.93,2364.72
video,316.4,25,320,292,7910.988599397425,0.0934,11943.0,608.88,1529.77
video,322.4,30,640,634,9672.2269709211,0.4058,1018.0,747.32,1305.89
video,514.2,30,3840,2406,15427.266667969092,9.239,10333.0,1417.29,3199.55
video,48.2,60,1920,1580,2890.577627275309,3.0336,22442.0,262.58,415.07
video,176.7,24,1920,1170,4240.913751792541,2.2464,14725.0,490.8,913.34
video,379.9,25,854,659,9496.325496234658,0.5628,29590.0,768.68,1897.75
video,147.1,30,3840,3272,4413.685562751022,12.5645,3690.0,685.02,1439.84
video,132.5,25,1280,648,3313.5811799163507,0.8294,3678.0,320.04,586.22
video,595.2,60,1280,907,35709.6565515749,1.161,12142.0,1281.14,2669.82
video,92.6,15,1280,812,1389.601168522382,1.0394,41476.0,189.93,609.68
video,222.5,60,320,170,13349.46492111836,0.0544,46759.0,517.83,1063.33
video,185.8,15,1920,1919,2786.7397216047784,3.6845,722.0,419.01,1462.48
video,586.2,15,640,390,8793.371653826292,0.2496,20610.0,1307.63,3097.48
video,78.0,25,1280,952,1950.9945181647656,1.2186,17980.0,174.35,569.16
video,394.5,24,320,185,9467.071595664656,0.0592,34620.0,712.08,1991.75
video,249.4,24,854,645,5984.455830777355,0.5508,33882.0,457.3,1308.96
video,337.9,60,3840,2174,20274.66546629872,8.3482,44131.0,1106.54,2127.64
video,34.3,60,160,159,2055.744572543466,0.0254,1404.0,76.46,191.88
video,160.3,24,3840,2279,3847.5570371009817,8.7514,44875.0,418.54,1280.47
video,483.2,25,1280,1257,12080.776455469826,1.609,4819.0,972.08,2151.95
video,363.2,30,640,600,10896.856893427386,0.384,17299.0,778.38,1901.12
video,167.9,30,7680,7310,5036.769608333015,56.1408,31909.0,1798.27,5344.52
video,165.3,60,7680,6802,9916.053568896903,52.2394,9555.0,3150.45,3909.52
video,115.4,30,1280,1136,3461.3323713145346,1.4541,32106.0,260.12,680.11
video,123.1,24,160,109,2953.342447775188,0.0174,21209.0,235.16,718.87
video,130.4,25,7680,6002,3260.268927798649,46.0954,29318.0,1421.08,3620.61
video,232.0,15,160,112,3480.3363629675555,0.0179,14773.0,544.63,1089.17
video,239.0,24,1920,1165,5736.073437898662,2.2368,14174.0,545.76,1578.15
video,559.4,24,1920,1849,13426.269246666992,3.5501,13320.0,1065.15,3371.54
video,56.9,24,1920,1525,1365.710518661929,2.928,34732.0,197.81,534.31
video,535.2,25,320,216,13379.751881278216,0.0691,17256.0,1183.04,2664.18
video,441.3,30,320,188,13240.166211206442,0.0602,22426.0,1046.61,2135.87
video,17.0,15,640,459,254.555997235268,0.2938,45041.0,36.26,102.96
video,381.0,15,3840,2896,5714.351506857909,11.1206,47560.0,669.26,2349.03
video,186.1,60,1280,1219,11166.827644187555,1.5603,4991.0,488.37,1009.67
video,311.7,15,854,471,4675.642409025539,0.4022,21810.0,659.32,1620.65
video,364.2,60,1280,794,21849.682607553485,1.0163,36119.0,843.99,1948.93
video,336.6,15,854,761,5049.409960688312,0.6499,16913.0,664.81,1937.88
video,212.1,25,160,96,5303.278832122654,0.0154,46862.0,455.42,1029.52
video,470.2,30,1280,965,14105.461049537496,1.2352,35691.0,919.2,2907.28
video,146.2,25,1920,1311,3653.967990909525,2.5171,48002.0,259.75,903.84
video,212.4,24,7680,7528,5097.867374978722,57.815,20536.0,1743.87,5164.82
video,39.5,30,3840,3532,1184.7744030380181,13.5629,46461.0,496.59,1252.91
video,244.4,25,3840,3794,6110.666708351228,14.569,1713.0,626.37,2354.14
video,49.1,25,640,354,1228.6269575288848,0.2266,8693.0,96.84,311.88
video,79.9,15,160,127,1198.6437119557747,0.0203,42956.0,165.01,450.44
video,159.7,15,160,148,2394.922854891389,0.0237,28649.0,367.2,713.17
video,486.5,25,1280,893,12161.25972346951,1.143,19544.0,910.76,1972.13
video,416.7,30,7680,7645,12501.385727284332,58.7136,5958.0,2172.88,6135.81
video,51.5,24,640,444,1235.504557131213,0.2842,16989.0,114.23,297.65
video,71.6,24,320,222,1718.0029563178787,0.071,44336.0,145.87,337.31
video,329.5,24,3840,3182,7908.63601068368,12.2189,43663.0,873.06,2407.01
video,418.4,24,640,631,10042.746248357667,0.4038,49952.0,932.19,2328.99
video,394.1,60,1920,1411,23643.66247711505,2.7091,20744.0,881.85,2201.99
video,346.1,15,854,584,5192.026434755268,0.4987,11199.0,555.05,1415.92
video,3.1,25,160,109,78.11445397197329,0.0174,36559.0,5.37,44.82
video,585.9,24,854,484,14061.532158914406,0.4133,3398.0,1449.13,3254.92
video,345.7,25,3840,3693,8641.64675283246,14.1811,30308.0,1040.98,2751.41
video,391.5,30,160,95,11743.874430466483,0.0152,40440.0,671.36,2065.52
video,517.4,15,3840,2655,7761.3260643113135,10.1952,20452.0,1252.96,3577.19
video,278.0,60,640,639,16681.62699569908,0.409,26428.0,601.99,1738.43
video,189.4,30,160,152,5683.001648061344,0.0243,17782.0,362.56,1086.45
video,537.4,24,3840,2360,12897.520460751384,9.0624,16121.0,1232.59,2768.2
video,323.3,30,320,301,9698.07235837798,0.0963,44401.0,737.93,1476.6
video,567.8,15,1920,1499,8516.832129051327,2.8781,33301.0,1171.22,3463.58
video,259.5,30,160,152,7785.153697562958,0.0243,40812.0,498.84,1307.3
video,315.7,25,1280,961,7893.465090734685,1.2301,29781.0,570.56,1519.0
video,312.7,25,640,518,7816.660689204564,0.3315,1022.0,667.53,1759.87
video,214.1,25,3840,2301,5352.5219911946,8.8358,38137.0,405.84,1736.65
video,44.6,15,1280,768,668.8823005960211,0.983,5778.0,90.22,302.07
video,192.8,25,3840,2644,4820.770886622305,10.153,33455.0,435.25,1773.54
video,436.9,25,1920,1725,10922.338212945919,3.312,31782.0,940.48,2651.35
video,26.8,60,7680,4342,1609.8798393523844,33.3466,23812.0,1661.48,2661.5
video,287.1,25,640,611,7176.349155628627,0.391,36142.0,487.65,1424.34
video,579.4,25,320,305,14485.610088260926,0.0976,1801.0,1133.66,2793.16
video,177.0,30,3840,3234,5311.455148894641,12.4186,17483.0,642.03,1715.64
video,392.9,25,320,219,9823.69850747402,0.0701,11934.0,700.52,1928.84
video,345.0,24,7680,6365,8279.270664592952,48.8832,39932.0,1561.65,5039.69
video,251.2,60,854,583,15069.414991964226,0.4979,29659.0,600.82,1196.45
video,134.3,25,320,288,3357.8871983882004,0.0922,42983.0,300.9,609.32
video,540.3,25,1280,934,13507.878305928636,1.1955,29394.0,970.28,3202.85
video,357.1,15,3840,3117,5356.67369744343,11.9693,31330.0,909.49,2791.04
video,149.7,30,7680,7562,4489.526269125639,58.0762,9036.0,1924.6,4013.55
video,399.6,24,320,229,9591.400652935761,0.0733,18311.0,874.04,2129.89
video,96.2,60,640,351,5769.493126484122,0.2246,24605.0,174.3,551.89
video,257.5,24,160,135,6179.123741345353,0.0216,44651.0,639.22,1545.1
video,394.8,60,320,270,23690.38586799035,0.0864,29612.0,857.61,1826.22
video,164.7,15,640,321,2469.796269472627,0.2054,3184.0,354.0,792.03
video,146.6,30,640,400,4397.152575603418,0.256,48476.0,319.32,684.69
video,411.1,24,1280,809,9867.593156898503,1.0355,23139.0,739.68,1938.35
video,504.6,30,640,500,15138.16803705791,0.32,25156.0,944.68,2413.41
video,494.2,25,1920,1425,12354.635657382007,2.736,23918.0,1007.62,2837.15
video,511.4,24,854,541,12272.669499369033,0.462,20001.0,1260.22,2897.76
video,4.6,24,640,549,110.86546305051296,0.3514,21966.0,17.51,57.22
video,450.1,30,3840,3016,13502.601320190985,11.5814,21266.0,1246.87,2970.48
video,372.9,24,640,377,8950.637686551889,0.2413,24508.0,696.9,2088.63
video,485.8,60,1920,1272,29146.74608744644,2.4422,49837.0,1082.15,2441.21
video,589.0,25,3840,3802,14725.50513924652,14.5997,32602.0,1910.37,3752.67
video,148.4,15,160,102,2225.9258094659767,0.0163,39596.0,362.63,728.57
video,443.2,15,1920,1224,6647.962697706927,2.3501,35479.0,957.16,2092.14
video,226.2,60,320,241,13573.319757660329,0.0771,2408.0,387.41,989.84
video,398.4,30,640,604,11952.27588903817,0.3866,36035.0,694.14,2104.72
video,508.5,60,7680,7568,30509.462399703905,58.1222,2488.0,4580.22,6490.31
video,428.5,24,160,93,10284.843223663622,0.0149,39712.0,940.79,2464.34
video,429.2,25,1920,1225,10731.22698854617,2.352,333.0,712.24,1952.56
video,181.1,15,7680,7048,2716.1224142453502,54.1286,28198.0,1048.61,4313.6
video,396.1,60,1920,1720,23765.896517522408,3.3024,45877.0,1080.85,2467.63
video,418.4,25,1280,1043,10460.899998869132,1.335,47418.0,939.88,2487.88
video,188.0,15,7680,5285,2820.271070804678,40.5888,1697.0,716.19,3827.88
video,549.3,30,640,568,16480.28894353107,0.3635,23799.0,840.64,3224.51
video,285.1,24,1920,1628,6842.5875805465075,3.1258,1338.0,550.44,1769.82
video,375.8,25,1920,1476,9394.594228156531,2.8339,11620.0,751.36,1958.11
video,138.7,60,1920,1284,8319.836262381728,2.4653,27085.0,435.48,677.78
video,46.2,24,7680,7345,1108.6354590068795,56.4096,5307.0,1257.51,3836.65
video,552.7,30,7680,5058,16580.37834524379,38.8454,2353.0,1849.54,5736.84
video,563.4,30,3840,2689,16902.02724723563,10.3258,23468.0,1220.81,4022.57
video,132.1,25,7680,6054,3302.270303944121,46.4947,49871.0,1225.39,3582.51
video,179.2,30,854,784,5374.733172204293,0.6695,4299.0,379.15,1000.0
video,296.7,30,640,620,8902.160875418762,0.3968,3081.0,623.14,1468.49
video,138.9,30,320,187,4165.9048653017135,0.0598,10658.0,191.25,663.17
video,308.2,24,1280,1040,7395.686965227134,1.3312,42827.0,697.69,1391.23
video,257.9,60,7680,5435,15475.120134303947,41.7408,3884.0,2704.8,4255.12
video,570.7,25,320,262,14266.48285073516,0.0838,13252.0,933.93,2642.27
video,161.2,15,320,189,2417.6204220178743,0.0605,38990.0,272.95,872.57
video,446.3,30,160,104,13390.138475899006,0.0166,18783.0,757.35,2321.92
video,117.6,25,1920,1079,2940.5116629552444,2.0717,33632.0,319.79,788.14
video,274.3,30,320,230,8227.802155858846,0.0736,3760.0,587.42,1554.4
video,173.9,60,320,169,10431.574998074482,0.0541,45970.0,380.53,922.69
video,145.8,60,320,160,8747.422051843416,0.0512,45321.0,331.45,669.73
video,272.8,60,1280,820,16365.266203534447,1.0496,7111.0,758.09,1507.59
video,310.1,24,640,377,7442.35820250155,0.2413,46487.0,605.91,1468.82
